***** Begin #0-0 *****
Warning: 725 points required, but 729 points sampled.
Warning: 32768 points required, but 33534 points sampled.
Compiling model...
'compile' took 0.000091 s

PDE Class Name: Burgers2D
Training model...

Step      Train loss                                                                          Test loss                                                                           Test metric
5200      [3.62e-02, 8.45e-02, 7.21e-01, 9.86e-01, 8.58e-05, 4.20e-05, 4.20e-06, 1.13e-05]    [3.20e-02, 1.01e-01, 7.21e-01, 9.86e-01, 8.58e-05, 4.20e-05, 4.20e-06, 1.13e-05]    []  
5300      [6.36e-03, 6.60e-02, 7.22e-01, 9.86e-01, 7.41e-05, 4.02e-05, 4.08e-06, 8.32e-06]    [6.30e-03, 9.21e-02, 7.22e-01, 9.86e-01, 7.41e-05, 4.02e-05, 4.08e-06, 8.32e-06]    []  
5400      [3.14e-03, 6.20e-02, 7.22e-01, 9.88e-01, 7.13e-05, 3.37e-05, 3.52e-06, 8.23e-06]    [3.94e-03, 8.70e-02, 7.22e-01, 9.88e-01, 7.13e-05, 3.37e-05, 3.52e-06, 8.23e-06]    []  
5500      [5.39e-03, 6.61e-02, 7.22e-01, 9.86e-01, 6.97e-05, 3.49e-05, 4.21e-06, 7.79e-06]    [6.70e-03, 9.24e-02, 7.22e-01, 9.86e-01, 6.97e-05, 3.49e-05, 4.21e-06, 7.79e-06]    []  
5600      [4.13e-03, 6.14e-02, 7.22e-01, 9.89e-01, 7.25e-05, 3.47e-05, 3.38e-06, 8.40e-06]    [4.81e-03, 8.62e-02, 7.22e-01, 9.89e-01, 7.25e-05, 3.47e-05, 3.38e-06, 8.40e-06]    []  
5700      [1.37e-02, 7.17e-02, 7.22e-01, 9.86e-01, 7.43e-05, 3.58e-05, 5.51e-06, 6.57e-06]    [1.55e-02, 9.90e-02, 7.22e-01, 9.86e-01, 7.43e-05, 3.58e-05, 5.51e-06, 6.57e-06]    []  
5800      [9.73e-03, 6.16e-02, 7.23e-01, 9.92e-01, 6.83e-05, 2.04e-05, 3.81e-06, 8.38e-06]    [1.08e-02, 8.55e-02, 7.23e-01, 9.92e-01, 6.83e-05, 2.04e-05, 3.81e-06, 8.38e-06]    []  
5900      [1.11e-01, 1.89e-01, 7.22e-01, 9.89e-01, 8.63e-05, 3.03e-05, 1.01e-05, 1.03e-05]    [7.48e-02, 1.41e-01, 7.22e-01, 9.89e-01, 8.63e-05, 3.03e-05, 1.01e-05, 1.03e-05]    []  
6000      [1.66e-01, 1.42e+00, 7.25e-01, 1.01e+00, 1.19e-04, 1.04e-04, 1.75e-05, 1.68e-05]    [2.02e-01, 6.42e-01, 7.25e-01, 1.01e+00, 1.19e-04, 1.04e-04, 1.75e-05, 1.68e-05]    []  
Validation: epoch 6000 MSE 0.83752 MAE 0.76523 MXE 4.01509 L1RE 1.00047 L2RE 1.00068 CRMSE 0.67122 FRMSE (2065.86351, 0.32341, 0.06966)
6100      [2.98e-03, 6.27e-02, 7.22e-01, 9.87e-01, 7.25e-05, 3.80e-05, 3.08e-06, 1.05e-05]    [3.82e-03, 8.82e-02, 7.22e-01, 9.87e-01, 7.25e-05, 3.80e-05, 3.08e-06, 1.05e-05]    []  
6200      [2.89e-03, 6.25e-02, 7.22e-01, 9.87e-01, 7.24e-05, 3.75e-05, 3.02e-06, 1.03e-05]    [3.73e-03, 8.81e-02, 7.22e-01, 9.87e-01, 7.24e-05, 3.75e-05, 3.02e-06, 1.03e-05]    []  
6300      [2.85e-03, 6.25e-02, 7.22e-01, 9.87e-01, 7.25e-05, 3.76e-05, 2.96e-06, 1.02e-05]    [3.70e-03, 8.81e-02, 7.22e-01, 9.87e-01, 7.25e-05, 3.76e-05, 2.96e-06, 1.02e-05]    []  
6400      [2.82e-03, 6.24e-02, 7.22e-01, 9.87e-01, 7.25e-05, 3.79e-05, 2.90e-06, 1.02e-05]    [3.68e-03, 8.82e-02, 7.22e-01, 9.87e-01, 7.25e-05, 3.79e-05, 2.90e-06, 1.02e-05]    []  
6500      [2.90e-03, 6.28e-02, 7.22e-01, 9.87e-01, 7.25e-05, 3.89e-05, 2.81e-06, 1.03e-05]    [3.78e-03, 8.87e-02, 7.22e-01, 9.87e-01, 7.25e-05, 3.89e-05, 2.81e-06, 1.03e-05]    []  
6600      [2.79e-03, 6.25e-02, 7.22e-01, 9.87e-01, 7.26e-05, 3.85e-05, 2.74e-06, 1.02e-05]    [3.65e-03, 8.84e-02, 7.22e-01, 9.87e-01, 7.26e-05, 3.85e-05, 2.74e-06, 1.02e-05]    []  
6700      [2.77e-03, 6.25e-02, 7.22e-01, 9.87e-01, 7.27e-05, 3.89e-05, 2.73e-06, 1.02e-05]    [3.64e-03, 8.85e-02, 7.22e-01, 9.87e-01, 7.27e-05, 3.89e-05, 2.73e-06, 1.02e-05]    []  
6800      [2.76e-03, 6.25e-02, 7.22e-01, 9.87e-01, 7.27e-05, 3.95e-05, 2.72e-06, 1.02e-05]    [3.64e-03, 8.87e-02, 7.22e-01, 9.87e-01, 7.27e-05, 3.95e-05, 2.72e-06, 1.02e-05]    []  
6900      [4.56e-03, 6.19e-02, 7.23e-01, 9.89e-01, 6.77e-05, 2.97e-05, 2.68e-06, 1.13e-05]    [5.67e-03, 8.74e-02, 7.23e-01, 9.89e-01, 6.77e-05, 2.97e-05, 2.68e-06, 1.13e-05]    []  
7000      [2.95e-03, 6.26e-02, 7.22e-01, 9.87e-01, 7.19e-05, 3.73e-05, 2.78e-06, 9.59e-06]    [3.87e-03, 8.90e-02, 7.22e-01, 9.87e-01, 7.19e-05, 3.73e-05, 2.78e-06, 9.59e-06]    []  
7100      [2.73e-03, 6.24e-02, 7.22e-01, 9.87e-01, 7.16e-05, 3.84e-05, 2.65e-06, 1.02e-05]    [3.61e-03, 8.89e-02, 7.22e-01, 9.87e-01, 7.16e-05, 3.84e-05, 2.65e-06, 1.02e-05]    []  
7200      [1.65e-02, 6.53e-02, 7.22e-01, 9.96e-01, 6.38e-05, 3.07e-05, 2.49e-06, 1.45e-05]    [1.71e-02, 9.13e-02, 7.22e-01, 9.96e-01, 6.38e-05, 3.07e-05, 2.49e-06, 1.45e-05]    []  
7300      [3.08e-03, 5.99e-02, 7.22e-01, 9.90e-01, 7.10e-05, 3.25e-05, 2.62e-06, 9.49e-06]    [3.93e-03, 8.55e-02, 7.22e-01, 9.90e-01, 7.10e-05, 3.25e-05, 2.62e-06, 9.49e-06]    []  
7400      [1.22e-02, 7.04e-02, 7.22e-01, 9.85e-01, 7.71e-05, 6.38e-05, 3.44e-06, 1.94e-05]    [1.37e-02, 9.92e-02, 7.22e-01, 9.85e-01, 7.71e-05, 6.38e-05, 3.44e-06, 1.94e-05]    []  
7500      [2.73e-03, 6.30e-02, 7.22e-01, 9.86e-01, 7.28e-05, 4.33e-05, 2.58e-06, 1.06e-05]    [3.61e-03, 9.03e-02, 7.22e-01, 9.86e-01, 7.28e-05, 4.33e-05, 2.58e-06, 1.06e-05]    []  
Validation: epoch 7500 MSE 0.83018 MAE 0.76147 MXE 4.01045 L1RE 0.99556 L2RE 0.99628 CRMSE 0.66667
7600      [2.88e-03, 6.21e-02, 7.22e-01, 9.87e-01, 7.31e-05, 4.20e-05, 2.55e-06, 1.08e-05]    [3.74e-03, 8.91e-02, 7.22e-01, 9.87e-01, 7.31e-05, 4.20e-05, 2.55e-06, 1.08e-05]    []  
7700      [2.87e-03, 6.22e-02, 7.22e-01, 9.87e-01, 7.09e-05, 4.00e-05, 2.52e-06, 1.07e-05]    [3.82e-03, 8.94e-02, 7.22e-01, 9.87e-01, 7.09e-05, 4.00e-05, 2.52e-06, 1.07e-05]    []  
7800      [2.58e-03, 6.30e-02, 7.22e-01, 9.86e-01, 7.20e-05, 4.31e-05, 2.65e-06, 8.99e-06]    [3.42e-03, 9.04e-02, 7.22e-01, 9.86e-01, 7.20e-05, 4.31e-05, 2.65e-06, 8.99e-06]    []  
7900      [4.52e-03, 6.82e-02, 7.22e-01, 9.83e-01, 8.20e-05, 7.46e-05, 2.25e-06, 2.35e-05]    [5.75e-03, 9.71e-02, 7.22e-01, 9.83e-01, 8.20e-05, 7.46e-05, 2.25e-06, 2.35e-05]    []  
8000      [2.54e-03, 6.09e-02, 7.22e-01, 9.88e-01, 7.09e-05, 3.88e-05, 2.49e-06, 1.03e-05]    [3.38e-03, 8.80e-02, 7.22e-01, 9.88e-01, 7.09e-05, 3.88e-05, 2.49e-06, 1.03e-05]    []  
8100      [1.22e-02, 1.22e-01, 7.22e-01, 9.47e-01, 1.04e-04, 2.87e-04, 4.11e-06, 1.41e-05]    [1.03e-02, 1.63e-01, 7.22e-01, 9.47e-01, 1.04e-04, 2.87e-04, 4.11e-06, 1.41e-05]    []  
8200      [1.67e-02, 8.41e-02, 7.22e-01, 9.82e-01, 5.19e-05, 1.06e-04, 3.39e-05, 4.48e-05]    [1.61e-02, 1.04e-01, 7.22e-01, 9.82e-01, 5.19e-05, 1.06e-04, 3.39e-05, 4.48e-05]    []  
8300      [5.38e-03, 6.39e-02, 7.22e-01, 9.89e-01, 6.02e-05, 6.00e-05, 1.06e-05, 2.66e-05]    [5.49e-03, 8.51e-02, 7.22e-01, 9.89e-01, 6.02e-05, 6.00e-05, 1.06e-05, 2.66e-05]    []  
8400      [4.22e-03, 6.32e-02, 7.22e-01, 9.89e-01, 5.98e-05, 4.99e-05, 7.91e-06, 2.01e-05]    [4.73e-03, 8.61e-02, 7.22e-01, 9.89e-01, 5.98e-05, 4.99e-05, 7.91e-06, 2.01e-05]    []  
8500      [3.72e-03, 6.30e-02, 7.22e-01, 9.88e-01, 6.03e-05, 4.54e-05, 6.40e-06, 1.71e-05]    [4.39e-03, 8.68e-02, 7.22e-01, 9.88e-01, 6.03e-05, 4.54e-05, 6.40e-06, 1.71e-05]    []  
8600      [3.45e-03, 6.29e-02, 7.22e-01, 9.88e-01, 6.10e-05, 4.29e-05, 5.48e-06, 1.52e-05]    [4.19e-03, 8.72e-02, 7.22e-01, 9.88e-01, 6.10e-05, 4.29e-05, 5.48e-06, 1.52e-05]    []  
8700      [3.28e-03, 6.28e-02, 7.22e-01, 9.88e-01, 6.17e-05, 4.13e-05, 4.88e-06, 1.38e-05]    [4.05e-03, 8.74e-02, 7.22e-01, 9.88e-01, 6.17e-05, 4.13e-05, 4.88e-06, 1.38e-05]    []  
8800      [3.16e-03, 6.27e-02, 7.22e-01, 9.88e-01, 6.23e-05, 4.01e-05, 4.46e-06, 1.27e-05]    [3.96e-03, 8.75e-02, 7.22e-01, 9.88e-01, 6.23e-05, 4.01e-05, 4.46e-06, 1.27e-05]    []  
8900      [3.07e-03, 6.27e-02, 7.22e-01, 9.88e-01, 6.27e-05, 3.92e-05, 4.14e-06, 1.18e-05]    [3.88e-03, 8.76e-02, 7.22e-01, 9.88e-01, 6.27e-05, 3.92e-05, 4.14e-06, 1.18e-05]    []  
9000      [3.01e-03, 6.26e-02, 7.22e-01, 9.88e-01, 6.31e-05, 3.85e-05, 3.88e-06, 1.11e-05]    [3.83e-03, 8.77e-02, 7.22e-01, 9.88e-01, 6.31e-05, 3.85e-05, 3.88e-06, 1.11e-05]    []  
